Trial,Accuracy,F1 Micro,F1 Macro
1,0.9663461446762085,0.974169741697417,0.7205576462842856
2,0.9663461446762085,0.9743589743589743,0.8205576462842857
3,0.9679487347602844,0.9757281553398058,0.8135273613534483
4,0.9695512652397156,0.9767441860465116,0.8317995829043584
5,0.9647436141967773,0.9732360097323601,0.7459010393793003
