Batch Size,Sequence Length,Accuracy,F1 Micro,F1 Macro
4,192,0.9679487347602844,0.9755501222493888,0.8316687573953968
4,256,0.9727563858032227,0.9791921664626684,0.8643963122223992
4,300,0.9679487347602844,0.9755501222493888,0.8617241210256178
4,364,0.9663461446762085,0.974296205630355,0.738205836031923
8,192,0.9642857313156128,0.9727891156462586,0.7676421827265734
8,256,0.9702380895614624,0.9771689497716896,0.7223818675452244
8,300,0.9702380895614624,0.9771689497716896,0.7223818675452244
8,364,0.9717261791229248,0.9782857142857141,0.723184239776168
