Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
25,0.9583333134651184,0.9683698296836984,0.6510273077539183,0.0
63,0.9583333134651184,0.9683698296836984,0.6510273077539183,21.41798686981201
97,0.9663461446762085,0.974169741697417,0.6548725026985897,19.04079270362854
128,0.9647436141967773,0.972972972972973,0.6540218051265806,17.069530725479126
156,0.9695512652397156,0.976629766297663,0.6567040045300915,15.45658564567566
181,0.9679487347602844,0.9752475247524753,0.7211645439906308,13.728135585784912
203,0.9695512652397156,0.9766871165644173,0.7225099654180195,12.388075590133667
223,0.9631410241127014,0.9719853836784409,0.7449308960356715,11.171351671218872
241,0.9663461446762085,0.9743589743589743,0.7956132434393305,10.144273519515991
250,0.9647436141967773,0.9731051344743277,0.7683075194122949,9.139291763305664
265,0.9711538553237915,0.9778869778869779,0.766843711354881,8.717671394348145
279,0.9631410241127014,0.9719853836784409,0.7939210950080516,7.949352264404297
292,0.9647436141967773,0.9731051344743277,0.7026109960892569,7.249235391616821
300,0.9647436141967773,0.973170731707317,0.8031803542673108,6.613554000854492
310,0.9663461446762085,0.9744835965978129,0.7958495662562984,6.124357461929321
320,0.9711538553237915,0.9779951100244498,0.8067040045300916,5.701693058013916
330,0.9647436141967773,0.9732360097323601,0.8048725026985898,5.2712671756744385
340,0.9679487347602844,0.9755501222493888,0.75573260024377,4.844253778457642
350,0.9663461446762085,0.9743589743589743,0.7692776627559237,4.513070344924927
360,0.9711538553237915,0.9779951100244498,0.8335103780215478,3.792362689971924
370,0.9663461446762085,0.9743589743589743,0.7956132434393305,3.188544988632202
380,0.9679487347602844,0.9755501222493888,0.8048725026985898,2.754927635192871
390,0.9663461446762085,0.9741060419235511,0.7204238973002636,2.2376885414123535
400,0.9663461446762085,0.9743589743589743,0.8123261601522471,2.1307389736175537
