Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
25,0.9566666666666667,0.9670886075949366,0.6503464499180786,0.0
138,0.9633333333333334,0.971938775510204,0.6535880911147073,7.38091516494751
217,0.9583333333333335,0.9682337992376111,0.6510143309138284,7.605570554733276
250,0.9633333333333334,0.971938775510204,0.7192382366377341,7.726107835769653
295,0.9616666666666669,0.9707006369426753,0.6527205314964335,7.704578399658203
300,0.9633333333333334,0.9720101781170484,0.7020845569840545,7.722607135772705
330,0.965,0.9733163913595935,0.7687512236507211,7.823198080062866
350,0.9633333333333334,0.9720101781170484,0.7478096652091627,7.944512844085693
365,0.9633333333333334,0.971938775510204,0.7090037489032462,7.599436521530151
376,0.9616666666666667,0.9707006369426753,0.7273791350242972,7.745371341705322
386,0.965,0.9731800766283524,0.6544655093650068,7.79241943359375
396,0.9633333333333334,0.9720812182741118,0.7479586267345287,7.645463228225708
400,0.9666666666666667,0.9746192893401016,0.8044655093650069,7.492233991622925
